"15_BM_M"	"15_BM_MP"	"15_SP_M"	"15_BM_LSK"	"d$Pgen"	"mouse"
0	0	0	0	0.000128369	2
904.040137661969	116.370723148763	0	0	2.14319e-05	2
0	0	0	0	1.03256e-05	2
0	0	0	0	5.38309e-06	2
0	10.7988021836338	0	0	0.000121361	2
0	0	0	0	1.05898e-05	2
346.694440145407	29.4334193731818	0	0	0.000137689	2
0	0	0	0	1.75288e-05	2
0	0	0	0	4.55539e-05	2
0	0	0	0	5.90211e-05	2
0	0	0	0	0.00016299	2
518.846032020499	22.7262425223402	0	0	1.94704e-05	2
0	0	0	0	0.000169634	2
5276.97406392372	146.526965316489	0	0	5.26072e-05	2
0	0	0	0	9.02467e-05	2
0	16.6425930980377	0	0	0.000101632	2
0	0	0	0	7.93557e-06	2
0	0	0	0	8.05547e-05	2
0	0	0	0	4.42747e-06	2
0	0	0	0	4.37423e-05	2
0	0	0	0	0.000147627	2
0	0	0	0	0.000648523	2
542.454253407739	23.7434305851581	0	0	9.79523e-05	2
0	0	0	0	0.000102247	2
443.709827355102	0	0	0	6.28987e-05	2
0	0	0	0	0.00027734	2
0	0	0	0	0.000240836	2
4959.67265605234	171.55453731929	0	0	7.17186e-05	2
0	0	0	0	0.000208128	2
0	0	0	0	6.77715e-06	2
0	0	0	0	0.000100646	2
0	0	0	0	0.000229077	2
0	0	0	0	1.04261e-05	2
0	0	0	0	1.47144e-05	2
0	0	0	0	9.06748e-05	2
0	0	0	0	2.93713e-05	2
0	0	0	0	1.29281e-05	2
0	0	0	0	0.000144987	2
0	0	0	0	1.39629e-05	2
0	0	0	0	5.04813e-05	2
0	0	0	0	1.65732e-05	2
0	0	0	0	4.76991e-05	2
1237.64043358154	0	0	0	0.000105403	2
0	0	0	0	1.61092e-05	2
0	0	0	0	5.96047e-05	2
0	0	0	0	8.07234e-05	2
0	0	0	0	8.36031e-05	2
0	24.2041580579499	0	0	7.69137e-05	2
1852.05973656959	55.0231650470047	0	0	2.32577e-05	2
0	0	0	0	0.000168697	2
0	0	0	0	1.19902e-06	2
0	0	0	0	0.000441033	2
0	0	0	0	0.000218245	2
0	0	0	0	0.000438459	2
0	0	0	0	2.67172e-05	2
684.561770317928	0	0	0	0.000267832	2
0	0	0	0	4.03323e-05	2
4727.46743115731	253.948615632749	133.427180917279	0	0.000239135	2
0	0	0	0	0.000162191	2
0	0	0	0	0.000416593	2
1405.06341266923	44.0761090504075	58.73643597813	0	0.00113418	2
0	0	0	0	0.000644168	2
1867.86856420382	98.6468250468468	0	0	0.000132133	2
0	0	0	0	1.75756e-06	2
1223.82262556356	59.8731687466131	0	0	0.00119898	2
0	0	0	0	0.000378445	2
0	0	0	0	0.000654519	2
0	0	0	0	3.94392e-05	2
0	0	0	0	0.000251829	2
0	0	0	0	0.000739242	2
0	0	0	0	0.00059698	2
0	0	0	0	0.000420046	2
8090.27039209613	325.902135689361	128.082981419967	0	0.000937248	2
0	0	0	0	0.00104369	2
0	0	0	0	4.86835e-06	2
0	29.0722093640642	25.3032122432574	0	3.96225e-05	2
1482.24433801053	37.1550351502875	0	0	0.000170136	2
0	0	0	0	8.13764e-05	2
0	0	0	0	2.18599e-06	2
0	15.0893723812222	0	0	3.52056e-06	2
0	0	0	0	9.63401e-05	2
0	0	0	0	9.59823e-05	2
290.069734130673	24.9798724141577	0	0	2.46606e-05	2
0	0	0	0	2.92706e-05	2
0	0	0	0	5.66906e-05	2
0	0	0	0	1.00822e-05	2
0	15.014194156962	0	0	1.73733e-05	2
0	0	0	0	0.000958106	2
0	0	0	0	6.09031e-05	2
0	0	0	0	8.74346e-05	2
0	0	0	0	5.38498e-06	2
0	0	0	0	6.62277e-05	2
0	0	0	0	1.54453e-05	2
0	0	0	0	2.11128e-05	2
0	0	0	0	0.00011576	2
0	0	0	0	4.91701e-05	2
0	0	0	0	9.17351e-06	2
0	0	0	0	6.99235e-06	2
0	0	0	0	1.25962e-07	2
0	0	0	0	0.000102818	2
1163.12439389897	0	0	0	2.96896e-05	2
0	0	0	0	3.9502e-06	2
0	0	0	0	1.62905e-05	2
0	0	0	0	3.11168e-05	2
0	0	0	0	7.60036e-05	2
0	0	0	0	0.000153737	2
0	0	0	0	5.83237e-05	2
0	0	0	0	3.17268e-05	2
0	0	0	0	0.000648069	2
0	0	0	0	0.000246534	2
888.208455404408	85.3190753654459	0	14.86494838899	0.000620893	2
0	0	0	0	0.000158428	2
751.078841802192	26.4441269111052	51.0103007441837	0	0.00017397	2
0	0	0	0	0.000217415	2
852.834043701547	54.7122888515148	0	0	0.000308112	2
0	0	0	0	0.00010606	2
0	0	0	0	0.000130727	2
1606.27531846776	40.4859064416543	0	0	0.000285014	2
0	27.9173252247441	0	0	0.000100602	2
235.452074816696	0	0	0	6.86691e-05	2
0	0	0	0	0.000126417	2
0	0	0	0	0.000235414	2
0	0	0	0	5.84224e-05	2
0	0	0	0	6.53027e-06	2
0	0	0	0	0.000113638	2
0	15.6799453837389	0	0	7.83467e-05	2
0	0	0	0	0.000232421	2
0	0	0	0	0.000518422	2
497.398490202088	36.4307568267432	0	0	9.94686e-05	2
0	0	0	0	0.000413807	2
358.531600368861	45.9582601724551	0	0	5.19083e-05	2
0	0	0	0	0.000705911	2
0	0	0	0	6.98323e-05	2
2186.57564971357	72.6328291083177	0	0	0.000119854	2
0	0	0	0	0.000223871	2
0	0	0	0	9.45575e-05	2
0	0	0	0	0.000550736	2
0	0	0	0	4.85472e-05	2
0	0	0	0	6.94305e-05	2
1239.41043765743	61.4153668281136	0	0	0.000555571	2
0	0	0	0	2.2155e-05	2
0	0	0	0	9.0411e-05	2
0	0	0	0	0.000142344	2
0	0	0	0	0.00014831	2
0	18.6065367537858	0	0	0.000201267	2
0	0	0	0	3.49719e-05	2
566.139281387617	0	0	0	0.000325002	2
0	0	0	0	0.000249458	2
0	0	0	0	0.000369701	2
0	0	0	0	0.000175722	2
0	0	0	0	0.00033373	2
0	0	0	0	0.000116525	2
0	0	0	0	0.000131849	2
0	0	0	0	0.000252332	2
251.9431517549	0	0	0	0.000204498	2
0	0	0	0	2.91543e-06	2
0	0	0	0	0.00109505	2
0	0	0	0	0.00115413	2
0	0	0	0	0.000303787	2
0	15.1823979112094	0	0	0.000326952	2
0	0	0	0	0.000582998	2
0	0	0	0	0.000633365	2
1003.35962832978	61.1054000519244	0	0	0.000949962	2
0	0	0	0	0.000194287	2
0	0	0	0	0.000135246	2
0	0	0	0	0.000247002	2
0	0	0	0	0.000225123	2
0	0	0	0	0.000721558	2
1134.69189728909	63.9817984194464	0	0	8.53697e-07	2
0	0	0	0	3.20606e-05	2
0	0	0	0	5.7017e-06	2
0	24.76251128853	0	0	7.29058e-05	2
0	0	0	0	0.000101201	2
0	0	0	0	9.60926e-05	2
0	0	0	0	0.000168549	2
0	0	0	0	3.76794e-05	2
0	0	0	0	0.000134343	2
0	0	0	0	1.20537e-05	2
0	0	0	0	2.74518e-05	2
0	0	0	0	5.14741e-05	2
0	0	0	0	0.000148695	2
0	0	0	0	9.47975e-06	2
0	0	0	0	0.000190837	2
0	0	0	0	4.82532e-05	2
0	0	0	0	5.19158e-05	2
0	0	0	0	1.03229e-05	2
0	48.6222281856963	0	0	9.69271e-05	2
0	0	0	0	0.000124476	2
0	0	0	0	5.81801e-05	2
0	0	0	0	5.41669e-05	2
0	0	0	0	0.000286149	2
0	0	0	0	4.31367e-05	2
0	0	0	0	0.000301184	2
0	0	0	0	1.84668e-05	2
0	0	0	0	0.000159512	2
0	0	0	0	9.20443e-06	2
0	0	0	0	0.000214682	2
0	0	0	0	4.84826e-06	2
0	0	0	0	3.48377e-06	2
0	0	0	0	2.62638e-05	2
0	0	0	0	5.18006e-05	2
0	0	0	0	8.07668e-05	2
0	0	0	0	4.4445e-05	2
0	0	0	0	0.000158015	2
0	0	0	0	0.000215209	2
700.169755254176	37.5646290175522	0	0	3.23579e-05	2
275.161599884655	28.438569026924	0	0	5.97147e-06	2
0	0	0	0	1.29245e-05	2
0	0	0	0	5.35296e-05	2
0	0	0	0	2.44308e-09	2
0	0	0	0	1.52114e-05	2
0	0	0	0	0.000149273	2
682.462811766301	0	0	0	4.17305e-05	2
0	27.4187473130879	0	0	2.03928e-05	2
0	0	0	0	0.000184061	2
0	0	0	0	0.000175609	2
0	0	0	0	7.58758e-05	2
0	0	0	0	3.42578e-06	2
0	0	0	0	5.34352e-05	2
0	0	0	0	0.000120418	2
0	0	0	0	7.93533e-05	2
0	0	0	0	1.39799e-05	2
0	0	0	0	2.89658e-05	2
0	0	0	0	1.48703e-05	2
1467.26671586084	25.9700598361033	0	0	1.83972e-05	2
0	0	0	0	4.60453e-05	3
0	0	0	0	9.80451e-05	3
0	0	0	0	0.000192415	3
0	0	0	0	0.000490151	3
0	0	0	0	6.69963e-05	3
0	0	0	0	6.76797e-05	3
0	0	0	0	5.93969e-05	3
0	0	0	0	0.000111717	3
0	0	0	0	0.000392711	3
0	0	0	0	6.86384e-05	3
0	0	0	0	5.11582e-06	3
914.044854283826	0	0	0	2.27428e-05	3
0	0	0	0	6.76515e-05	3
0	0	0	0	3.44879e-06	3
0	0	0	0	0.000160216	3
0	0	0	0	0.000125697	3
0	0	0	0	8.7375e-05	3
0	0	0	0	5.45072e-05	3
0	0	0	0	0.000469129	3
614.386439752523	0	0	0	0.000492363	3
0	0	0	0	0.000139609	3
0	0	0	0	0.000408434	3
0	0	0	0	0.000113766	3
0	0	0	0	0.000622165	3
2883.05638998565	388.150551392832	0	136.765832878012	0.000650549	3
0	0	0	0	0.000199369	3
0	0	0	0	0.000339466	3
0	0	0	0	0.000436376	3
0	0	0	0	0.000161521	3
0	0	0	0	0.000461377	3
0	0	0	20.9419715919078	0.000128369	3
0	0	0	0	2.14319e-05	3
0	0	0	0	1.03256e-05	3
0	0	0	0	5.38309e-06	3
0	0	0	0	0.000121361	3
0	0	0	0	1.05898e-05	3
0	257.378047298827	0	18.8913414093985	0.000137689	3
0	0	0	0	1.75288e-05	3
0	118.929256586832	0	11.6922094878493	4.55539e-05	3
0	0	0	0	5.90211e-05	3
0	0	0	0	0.00016299	3
0	0	0	0	1.94704e-05	3
0	0	0	0	0.000169634	3
0	0	0	0	5.26072e-05	3
0	109.616804016512	0	0	9.02467e-05	3
0	0	0	0	0.000101632	3
0	0	0	0	7.93557e-06	3
0	0	0	0	8.05547e-05	3
0	0	0	0	4.42747e-06	3
0	0	0	0	4.37423e-05	3
0	0	0	0	0.000147627	3
0	0	0	0	0.000648523	3
0	0	0	0	9.79523e-05	3
0	0	0	0	0.000102247	3
0	0	0	0	6.28987e-05	3
0	0	0	0	0.00027734	3
0	0	0	0	0.000240836	3
0	0	0	0	7.17186e-05	3
0	0	0	0	0.000208128	3
461.368135637093	0	0	0	6.77715e-06	3
0	0	0	0	0.000100646	3
0	0	0	0	0.000229077	3
0	0	0	0	1.04261e-05	3
0	0	0	0	1.47144e-05	3
0	0	0	0	9.06748e-05	3
0	0	0	0	2.93713e-05	3
0	0	0	0	1.29281e-05	3
0	0	0	0	0.000144987	3
0	0	0	0	1.39629e-05	3
0	0	0	0	5.04813e-05	3
0	0	0	0	1.65732e-05	3
0	0	0	0	4.76991e-05	3
0	0	0	0	0.000105403	3
0	0	0	0	1.61092e-05	3
0	0	0	0	5.96047e-05	3
1036.8758182622	246.342446783141	0	0	8.07234e-05	3
0	0	0	0	8.36031e-05	3
0	0	0	0	7.69137e-05	3
0	0	0	0	2.32577e-05	3
0	0	0	0	0.000168697	3
0	0	0	0	1.19902e-06	3
0	0	0	0	0.000441033	3
0	0	0	0	0.000218245	3
0	0	0	0	0.000438459	3
0	0	0	0	2.67172e-05	3
0	0	0	0	0.000267832	3
0	0	0	0	4.03323e-05	3
0	0	0	0	0.000239135	3
0	0	0	0	0.000162191	3
0	0	0	0	0.000416593	3
2824.67728480973	318.952468750989	0	38.9754499404111	0.00113418	3
371.95569495896	226.281376779964	0	0	0.000644168	3
0	0	0	0	0.000132133	3
0	0	0	0	1.75756e-06	3
514.861027883878	160.617040396593	0	43.6360753063132	0.00119898	3
0	0	0	0	0.000378445	3
5366.37014954686	623.134709691569	9.98402704962838	82.9545286025371	0.000654519	3
1193.5037961719	207.133378685461	19.2654097926141	0	3.94392e-05	3
0	0	0	0	0.000251829	3
0	0	0	0	0.000739242	3
0	0	0	0	0.00059698	3
0	0	0	0	0.000420046	3
442.904698586788	88.4531940644918	0	0	0.000937248	3
0	90.7122179986917	0	0	0.00104369	3
0	0	0	0	4.86835e-06	3
0	0	0	0	3.96225e-05	3
0	0	0	0	0.000170136	3
0	0	0	0	8.13764e-05	3
0	0	0	0	2.18599e-06	3
0	0	0	0	3.52056e-06	3
0	0	0	0	9.63401e-05	3
0	0	0	0	9.59823e-05	3
0	0	0	0	2.46606e-05	3
0	0	0	0	2.92706e-05	3
4620.96061119938	546.603280344088	0	94.0352108540846	5.66906e-05	3
0	0	0	0	1.00822e-05	3
0	0	0	0	1.73733e-05	3
317.289172394383	0	0	0	0.000958106	3
849.0278008266	633.54456012361	25.9246208328387	67.3332547074528	6.09031e-05	3
0	0	0	0	8.74346e-05	3
499.683646965902	0	0	0	5.38498e-06	3
0	0	0	0	6.62277e-05	3
0	0	0	0	1.54453e-05	3
0	0	0	0	2.11128e-05	3
0	0	0	0	0.00011576	3
0	0	0	0	4.91701e-05	3
0	0	0	0	9.17351e-06	3
0	0	0	17.6948129974017	6.99235e-06	3
0	0	0	0	1.25962e-07	3
1514.49245699544	139.646771090203	0	27.0788968604748	0.000102818	3
0	0	0	0	2.96896e-05	3
0	0	0	0	3.9502e-06	3
0	274.610920831247	0	0	1.62905e-05	3
0	0	0	0	3.11168e-05	3
0	0	0	0	7.60036e-05	3
0	0	0	0	0.000153737	3
0	0	0	0	5.83237e-05	3
0	0	0	0	3.17268e-05	3
0	0	0	0	0.000648069	3
0	187.704997816484	0	0	0.000246534	3
1537.38023717726	270.707123179542	66.9467525818285	44.5589010170071	0.000620893	3
0	73.0571797737147	0	0	0.000158428	3
0	0	0	0	0.00017397	3
0	0	0	0	0.000217415	3
0	0	0	0	0.000308112	3
1703.68908561138	0	0	24.3031993815558	0.00010606	3
410.851574075338	0	0	0	0.000130727	3
0	0	0	0	0.000285014	3
0	0	0	0	0.000100602	3
0	0	0	0	6.86691e-05	3
0	0	0	0	0.000126417	3
0	0	0	0	0.000235414	3
0	0	0	0	5.84224e-05	3
0	0	0	0	6.53027e-06	3
0	0	0	0	0.000113638	3
0	0	0	0	7.83467e-05	3
0	0	0	0	0.000232421	3
26768.5555317748	4770.93229907436	283.910438235108	425.616901707846	0.000518422	3
0	0	0	0	9.94686e-05	3
0	0	0	0	0.000413807	3
0	0	0	0	5.19083e-05	3
0	187.963128884951	0	81.8496290100299	0.000705911	3
0	0	0	0	6.98323e-05	3
0	0	0	0	0.000119854	3
0	0	0	0	0.000223871	3
0	0	0	0	9.45575e-05	3
0	0	0	0	0.000550736	3
0	0	0	0	4.85472e-05	3
0	0	0	0	6.94305e-05	3
0	0	0	0	0.000555571	3
0	0	0	0	2.2155e-05	3
609.107302964009	0	0	0	9.0411e-05	3
0	0	0	0	0.000142344	3
0	0	0	0	0.00014831	3
0	0	0	0	0.000201267	3
0	0	0	0	3.49719e-05	3
0	0	0	0	0.000325002	3
0	0	0	0	0.000249458	3
0	0	0	0	0.000369701	3
0	0	0	0	0.000175722	3
629.976661293675	273.458967576322	24.258033807001	31.5281737377146	0.00033373	3
0	0	0	0	0.000116525	3
0	0	0	0	0.000131849	3
0	0	0	0	0.000252332	3
0	0	0	0	0.000204498	3
0	0	0	0	2.91543e-06	3
778.245517887374	245.356046183139	0	50.9090014750954	0.00109505	3
995.945446058118	0	0	0	0.00115413	3
0	96.7820696325326	0	77.8156453885981	0.000303787	3
0	0	0	0	0.000326952	3
0	0	0	0	0.000582998	3
0	0	0	0	0.000633365	3
0	0	0	0	0.000949962	3
0	62.2768954158605	0	0	0.000194287	3
0	0	0	0	0.000135246	3
8898.01171619059	1407.96553130112	152.346471992744	198.339352195927	0.000247002	3
0	0	0	0	0.000225123	3
0	0	0	0	0.000721558	3
0	0	0	0	8.53697e-07	3
0	0	0	0	3.20606e-05	3
0	0	0	0	5.7017e-06	3
0	0	0	0	7.29058e-05	3
0	0	0	0	0.000101201	3
0	0	0	0	9.60926e-05	3
0	0	0	0	0.000168549	3
577.109510501458	107.336982608933	0	0	3.76794e-05	3
0	0	0	0	0.000134343	3
0	0	0	0	1.20537e-05	3
0	0	0	0	2.74518e-05	3
1882.23615257697	457.056834594357	0	71.507521290835	5.14741e-05	3
0	187.005614036963	0	0	0.000148695	3
0	0	0	0	9.47975e-06	3
0	0	0	0	0.000190837	3
0	0	0	0	4.82532e-05	3
1167.5654974875	131.456765642126	0	0	5.19158e-05	3
0	0	0	0	1.03229e-05	3
0	0	0	0	9.69271e-05	3
0	64.0256144304564	0	0	0.000124476	3
0	0	0	0	5.81801e-05	3
0	0	0	0	5.41669e-05	3
0	0	0	0	0.000286149	3
0	0	0	0	4.31367e-05	3
0	0	0	0	0.000301184	3
0	0	0	0	1.84668e-05	3
0	205.395683468657	0	50.3616999082384	0.000159512	3
910.627763879686	0	0	0	9.20443e-06	3
1222.22549268242	321.327613330322	0	144.407445506784	0.000214682	3
0	0	0	0	4.84826e-06	3
0	0	0	0	3.48377e-06	3
0	0	0	0	2.62638e-05	3
0	194.624060664922	0	0	5.18006e-05	3
0	0	0	0	8.07668e-05	3
394.095407603356	214.901089489635	0	0	4.4445e-05	3
0	0	14.7095986413865	32.2524903218681	0.000158015	3
1395.24219571227	289.712800173082	0	0	0.000215209	3
0	0	0	0	3.23579e-05	3
0	0	0	0	5.97147e-06	3
0	0	0	0	1.29245e-05	3
0	0	0	0	5.35296e-05	3
0	0	0	0	2.44308e-09	3
0	0	0	0	1.52114e-05	3
0	0	0	0	0.000149273	3
0	0	0	0	4.17305e-05	3
0	0	0	0	2.03928e-05	3
0	0	0	0	0.000184061	3
0	0	0	0	0.000175609	3
0	0	0	0	7.58758e-05	3
0	0	0	0	3.42578e-06	3
0	0	0	0	5.34352e-05	3
0	0	0	0	0.000120418	3
1318.5519891069	77.1149894731239	0	0	7.93533e-05	3
0	0	0	0	1.39799e-05	3
0	0	0	0	2.89658e-05	3
0	0	0	0	1.48703e-05	3
0	0	0	0	1.83972e-05	3
0	0	0	12.4741499947039	4.60453e-05	4
0	0	0	0	9.80451e-05	4
0	0	0	0	0.000192415	4
0	59.1762972542663	0	0	0.000490151	4
0	0	0	0	6.69963e-05	4
0	0	0	0	6.76797e-05	4
0	0	18.9152222084306	0	5.93969e-05	4
0	0	0	0	0.000111717	4
0	0	0	0	0.000392711	4
0	0	25.0887181991127	0	6.86384e-05	4
4313.84053063301	191.710833684224	0	22.78973842581	5.11582e-06	4
0	0	0	0	2.27428e-05	4
0	0	0	0	6.76515e-05	4
0	0	23.4933823279842	15.0831652500263	3.44879e-06	4
0	0	0	0	0.000160216	4
0	0	0	0	0.000125697	4
0	0	0	0	8.7375e-05	4
0	0	0	0	5.45072e-05	4
3774.56623200848	1221.75104373727	0	76.5066960383682	0.000469129	4
29566.6763194502	421.354661168677	0	93.5150234496777	0.000492363	4
0	0	0	0	0.000139609	4
0	0	0	0	0.000408434	4
0	0	35.3352537316869	0	0.000113766	4
0	0	0	0	0.000622165	4
2432.96283071823	287.014025134238	0	0	0.000650549	4
0	0	0	0	0.000199369	4
0	0	0	0	0.000339466	4
0	0	0	0	0.000436376	4
1195.34275235157	84.2633109635114	0	0	0.000161521	4
0	0	0	0	0.000461377	4
0	0	0	0	0.000128369	4
0	0	0	0	2.14319e-05	4
0	0	0	0	1.03256e-05	4
0	0	0	0	5.38309e-06	4
0	0	0	0	0.000121361	4
0	0	0	0	1.05898e-05	4
0	0	0	0	0.000137689	4
973.82592708274	151.735987472909	73.414842101902	33.9054595347377	1.75288e-05	4
0	0	0	0	4.55539e-05	4
0	0	0	0	5.90211e-05	4
0	0	0	0	0.00016299	4
0	0	0	0	1.94704e-05	4
0	0	0	0	0.000169634	4
0	0	0	0	5.26072e-05	4
0	0	0	0	9.02467e-05	4
0	0	0	0	0.000101632	4
0	0	0	0	7.93557e-06	4
0	0	30.5939862446932	0	8.05547e-05	4
0	0	0	0	4.42747e-06	4
0	0	0	35.1485051584218	4.37423e-05	4
0	0	0	0	0.000147627	4
0	92.7022221398629	0	0	0.000648523	4
0	0	0	0	9.79523e-05	4
0	0	0	0	0.000102247	4
0	0	0	0	6.28987e-05	4
0	0	0	0	0.00027734	4
818.894777689808	161.865565466326	0	0	0.000240836	4
0	0	0	0	7.17186e-05	4
0	75.9411535184439	0	0	0.000208128	4
0	0	0	0	6.77715e-06	4
0	0	0	0	0.000100646	4
0	0	0	0	0.000229077	4
0	0	0	0	1.04261e-05	4
1184.41889520562	191.558361510639	0	34.9909475337149	1.47144e-05	4
2121.91722894855	130.576579942263	0	0	9.06748e-05	4
0	0	0	0	2.93713e-05	4
0	0	0	0	1.29281e-05	4
0	0	0	0	0.000144987	4
0	0	0	20.0833612706156	1.39629e-05	4
0	0	0	0	5.04813e-05	4
0	36.1206014374779	0	38.6735764758857	1.65732e-05	4
0	0	0	0	4.76991e-05	4
0	0	0	0	0.000105403	4
0	0	0	0	1.61092e-05	4
0	0	0	0	5.96047e-05	4
0	0	0	0	8.07234e-05	4
0	140.284770398693	0	0	8.36031e-05	4
0	0	0	0	7.69137e-05	4
0	0	0	0	2.32577e-05	4
0	0	0	0	0.000168697	4
0	0	0	0	1.19902e-06	4
0	0	0	0	0.000441033	4
0	0	0	0	0.000218245	4
0	0	0	0	0.000438459	4
0	0	0	0	2.67172e-05	4
0	0	0	0	0.000267832	4
0	0	0	0	4.03323e-05	4
0	0	0	0	0.000239135	4
0	0	0	0	0.000162191	4
0	0	0	0	0.000416593	4
1470.45445744292	750.909998425083	0	57.5478510848179	0.00113418	4
0	0	0	0	0.000644168	4
0	0	0	0	0.000132133	4
0	0	0	0	1.75756e-06	4
0	62.7751958811048	0	13.2987990869044	0.00119898	4
0	91.3326296699812	0	0	0.000378445	4
0	0	0	0	0.000654519	4
0	0	0	0	3.94392e-05	4
0	0	0	0	0.000251829	4
0	0	0	0	0.000739242	4
0	0	0	0	0.00059698	4
0	0	0	0	0.000420046	4
0	0	0	8.08381448408595	0.000937248	4
1252.22027329062	104.879053091372	0	0	0.00104369	4
0	0	0	14.2220344782803	4.86835e-06	4
0	0	0	0	3.96225e-05	4
0	0	0	0	0.000170136	4
0	0	0	0	8.13764e-05	4
0	0	32.7270789618073	0	2.18599e-06	4
0	0	0	0	3.52056e-06	4
0	0	0	0	9.63401e-05	4
0	0	0	0	9.59823e-05	4
0	0	0	0	2.46606e-05	4
590.672298069407	0	0	0	2.92706e-05	4
0	0	0	0	5.66906e-05	4
0	0	0	0	1.00822e-05	4
0	0	0	0	1.73733e-05	4
0	0	95.9016200783384	0	0.000958106	4
0	0	0	0	6.09031e-05	4
0	0	0	0	8.74346e-05	4
0	0	0	0	5.38498e-06	4
0	0	0	0	6.62277e-05	4
0	0	0	0	1.54453e-05	4
0	0	0	0	2.11128e-05	4
0	0	0	0	0.00011576	4
0	0	0	0	4.91701e-05	4
0	0	0	0	9.17351e-06	4
0	0	0	0	6.99235e-06	4
0	0	0	0	1.25962e-07	4
0	0	0	0	0.000102818	4
0	0	0	0	2.96896e-05	4
