"richness"	"Shannon"	"Simpson"	"hill 3"	"hill 4"	"hill 5"	"hill 6"	"mouse"	"month"	"organ"	"type"	"replicate"
"7"	"5.99762495453677"	"5.54384903541391"	"5.29697963480614"	"5.12859229848006"	"4.99653820460811"	"4.88644689558539"	"X2"	"13"	"BL"	"M"	"a"
"22"	"6.7155762942961"	"4.97032795596246"	"4.59541422148327"	"4.42599587126696"	"4.32065301019907"	"4.24557305792054"	"X2"	"13"	"BL"	"M"	"b"
"42"	"31.7404858375839"	"23.7832767059394"	"19.389084492896"	"17.0796812324736"	"15.7325832736205"	"14.8516329381394"	"X2"	"14"	"BL"	"L"	"a"
"38"	"29.748012720472"	"23.0369084218671"	"18.9115279523586"	"16.5727956386001"	"15.1716371652529"	"14.2583323478752"	"X2"	"14"	"BL"	"L"	"b"
"17"	"14.2183884207683"	"12.0216710993833"	"10.4069362040336"	"9.29137174417845"	"8.53087531134216"	"8.00310999278071"	"X2"	"14"	"BL"	"M"	"a"
"86"	"73.3745147337804"	"64.8318161855618"	"59.0634884165757"	"54.9696590087646"	"51.8999279753141"	"49.4937406675829"	"X2"	"14"	"BL"	"M"	"b"
"36"	"26.8313162394202"	"20.4338911370922"	"16.5914129236027"	"14.2424103222179"	"12.7352439573782"	"11.7302439384717"	"X2"	"15"	"BL"	"L"	"a"
"38"	"28.6355242842788"	"21.5349816374358"	"17.1171595439508"	"14.4646446418629"	"12.8242351593595"	"11.7652422929538"	"X2"	"15"	"BL"	"L"	"b"
"28"	"20.5252724388155"	"14.7119438108225"	"10.9561097431856"	"8.98651126779684"	"7.94286683137812"	"7.33456318849553"	"X2"	"15"	"BL"	"M"	"a"
"32"	"24.7741391094138"	"19.5274222033081"	"16.0667120797966"	"13.8778279574082"	"12.4780505480267"	"11.5484159142014"	"X2"	"15"	"BL"	"M"	"b"
"60"	"38.8422649207035"	"26.2741977264561"	"20.0931671847332"	"16.9759766816391"	"15.2294734670275"	"14.1478583105115"	"X2"	"15"	"BM"	"DC"	"a"
"62"	"39.7463254733405"	"26.4775592071251"	"20.1493468596235"	"16.9979771683015"	"15.2038611274763"	"14.0588676493607"	"X2"	"15"	"BM"	"DC"	"b"
"42"	"32.0839401062303"	"25.2571358911623"	"21.0809498176801"	"18.5335801285759"	"16.9030363288314"	"15.7979662552076"	"X2"	"15"	"BM"	"L"	"a"
"44"	"33.6044087215583"	"26.6946920483048"	"22.6643198954922"	"20.2578440458872"	"18.7101966045831"	"17.6420785188034"	"X2"	"15"	"BM"	"L"	"b"
"18"	"15.1062523086266"	"13.908554880357"	"13.2245685262779"	"12.7372448217454"	"12.3477097883648"	"12.019575600749"	"X2"	"15"	"BM"	"LSK"	"a"
"8"	"6.17833754877228"	"5.63807707318199"	"5.36600773162843"	"5.19722165613179"	"5.08137784425741"	"4.99640945030178"	"X2"	"15"	"BM"	"LSK"	"b"
"47"	"28.5457727920636"	"18.3771616065758"	"13.9158230581347"	"11.8087595636887"	"10.6411369524286"	"9.90625859972596"	"X2"	"15"	"BM"	"M"	"a"
"45"	"26.953828716467"	"17.8254964332273"	"13.9053036597768"	"12.0506941411663"	"11.0165916477013"	"10.3577764431295"	"X2"	"15"	"BM"	"M"	"b"
"57"	"35.0689971870018"	"22.3068697208325"	"16.7734736198244"	"14.2185768155345"	"12.8240309155422"	"11.9541193908062"	"X2"	"15"	"BM"	"MP"	"a"
"57"	"37.386036462894"	"25.090823514689"	"18.7918323809385"	"15.6237671587949"	"13.8808166919154"	"12.8178971247355"	"X2"	"15"	"BM"	"MP"	"b"
"24"	"17.4420791349776"	"14.7136952819212"	"13.3983645585276"	"12.6225722160991"	"12.1009117336079"	"11.7219617459103"	"X2"	"15"	"SP"	"DC"	"a"
"18"	"13.3378369606627"	"10.9204182106677"	"9.69975722501669"	"9.01277245705716"	"8.57305451335712"	"8.26199141116341"	"X2"	"15"	"SP"	"DC"	"b"
"40"	"30.9968370124003"	"24.3144710090883"	"20.0312869196321"	"17.2760645974322"	"15.4413057184404"	"14.1871221582788"	"X2"	"15"	"SP"	"L"	"a"
"35"	"27.6842864978002"	"22.0694553492972"	"18.3011176491254"	"15.856471477391"	"14.2457780911904"	"13.1517322424333"	"X2"	"15"	"SP"	"L"	"b"
"21"	"14.4265457180016"	"11.3218786330252"	"9.57777268550372"	"8.552973125109"	"7.92628527005303"	"7.52079740431018"	"X2"	"15"	"SP"	"M"	"a"
"14"	"10.3649445000271"	"8.2915409997679"	"7.16330245348048"	"6.53181612197676"	"6.15326423250941"	"5.90937665795788"	"X2"	"15"	"SP"	"M"	"b"
"46"	"37.2893551483143"	"29.7934513444358"	"24.2597953383962"	"20.6834288334939"	"18.438292226153"	"16.9757945872961"	"X2"	"4"	"BL"	"M"	"a"
"34"	"31.6081074075173"	"29.7303795728239"	"28.2706515180269"	"27.1262439797981"	"26.2129292804208"	"25.4693244547196"	"X2"	"4"	"BL"	"M"	"b"
"35"	"25.5467778704844"	"19.5063109329081"	"15.7902189606767"	"13.5191604158622"	"12.0927973269089"	"11.1570484500083"	"X2"	"5"	"BL"	"M"	"a"
"35"	"24.512463128989"	"19.4970504874707"	"16.8906818485567"	"15.318487449226"	"14.266059314019"	"13.5112921604103"	"X2"	"5"	"BL"	"M"	"b"
"53"	"46.7936447399195"	"41.1740029991875"	"36.8026580804351"	"33.6856896328218"	"31.5014936850946"	"29.9371188400649"	"X3"	"12"	"BL"	"L"	"a"
"47"	"38.7359809566616"	"30.6102589386483"	"24.2351008975417"	"20.0852363973405"	"17.5342153020465"	"15.9211373597944"	"X3"	"12"	"BL"	"L"	"b"
"34"	"24.2963450991497"	"18.0098959295817"	"14.3428684312727"	"12.2487699135169"	"10.9933267589615"	"10.1877046732167"	"X3"	"12"	"BL"	"M"	"a"
"34"	"27.2247926857562"	"21.5216678254988"	"17.4252082073987"	"14.8775555254437"	"13.3343881405765"	"12.3564449914725"	"X3"	"12"	"BL"	"M"	"b"
"105"	"89.6589331546056"	"73.8335703792565"	"61.0358099755874"	"52.2736747437212"	"46.5037193097201"	"42.5877342996955"	"X3"	"13"	"BL"	"L"	"a"
"132"	"115.479800670902"	"96.0542937176231"	"77.4546007092657"	"63.3081788022312"	"53.8509136253049"	"47.655458158087"	"X3"	"13"	"BL"	"L"	"b"
"14"	"10.2123035571984"	"8.38178000129321"	"7.28328561675568"	"6.63023414036499"	"6.230183924534"	"5.97085518011184"	"X3"	"13"	"BL"	"M"	"a"
"19"	"16.0645956733029"	"13.8304036076297"	"12.2342314302221"	"11.1126553209541"	"10.3154739220858"	"9.73635406000146"	"X3"	"13"	"BL"	"M"	"b"
"55"	"45.7389674447981"	"37.1545571145525"	"30.8847391568495"	"26.8680310119778"	"24.3268400849742"	"22.6525765452508"	"X3"	"14"	"BL"	"L"	"a"
"50"	"39.736868424049"	"30.306216199252"	"23.7964680983055"	"19.8985733978009"	"17.5412094860968"	"16.0265022522327"	"X3"	"14"	"BL"	"L"	"b"
"10"	"9.25104787786674"	"8.67702558496745"	"8.24242498918865"	"7.91363494291585"	"7.66299742409211"	"7.46928292394276"	"X3"	"14"	"BL"	"M"	"a"
"10"	"7.74350588670646"	"6.71916868970285"	"6.07735396191086"	"5.62912826955828"	"5.30811715576682"	"5.07456421073405"	"X3"	"14"	"BL"	"M"	"b"
"37"	"30.1223110447202"	"24.0305608367444"	"19.590049834297"	"16.7403392305417"	"14.9512986288276"	"13.7852973870436"	"X3"	"15"	"BL"	"L"	"a"
"39"	"31.8485667409095"	"25.975107510174"	"21.7559561275698"	"18.8795897672655"	"16.9264174691161"	"15.5777405316903"	"X3"	"15"	"BL"	"L"	"b"
"61"	"35.8047439834331"	"19.858394351818"	"13.3380481915374"	"10.655711852408"	"9.33175294334344"	"8.57157465891802"	"X3"	"15"	"BL"	"M"	"a"
"55"	"32.3059355804759"	"17.5571659767828"	"11.5575360046217"	"9.18880447750632"	"8.06036050389133"	"7.42659723309844"	"X3"	"15"	"BL"	"M"	"b"
"45"	"18.2770886041308"	"8.32505760667333"	"5.7187464803389"	"4.79777266867626"	"4.3623832878592"	"4.11501737796914"	"X3"	"15"	"BM"	"DC"	"a"
"43"	"18.2974857752768"	"8.25315866448917"	"5.64860870398277"	"4.74015041856391"	"4.31226960317717"	"4.069403953841"	"X3"	"15"	"BM"	"DC"	"b"
"34"	"26.5496897968499"	"20.5237182671296"	"16.5753321047371"	"14.149055856212"	"12.6237762656086"	"11.6223132361671"	"X3"	"15"	"BM"	"L"	"a"
"37"	"27.9423715424915"	"21.5214978481738"	"17.9144182145728"	"15.8907349023196"	"14.6429713317529"	"13.8008863944689"	"X3"	"15"	"BM"	"L"	"b"
"40"	"21.715081340319"	"12.4832805626625"	"9.04487008709278"	"7.56098594084186"	"6.78379980106396"	"6.31917418305397"	"X3"	"15"	"BM"	"LSK"	"a"
"47"	"29.4385930389332"	"18.5231617322566"	"13.4356500720676"	"11.0242153765954"	"9.72923058733915"	"8.95252185360077"	"X3"	"15"	"BM"	"LSK"	"b"
"49"	"16.7772259139787"	"6.64424566490711"	"4.59330041732526"	"3.91936874937119"	"3.60444880146275"	"3.42525593744295"	"X3"	"15"	"BM"	"M"	"a"
"53"	"20.7714055342168"	"9.22017544093461"	"6.40201871450163"	"5.38202665639889"	"4.8828635202028"	"4.59297040112519"	"X3"	"15"	"BM"	"M"	"b"
"48"	"20.6849970833356"	"8.59711289274443"	"5.67582915319677"	"4.72974797991242"	"4.29758987885978"	"4.05492056253822"	"X3"	"15"	"BM"	"MP"	"a"
"48"	"20.06434886717"	"8.13959595904589"	"5.49025351924488"	"4.62289467927776"	"4.21626938099309"	"3.98407936030053"	"X3"	"15"	"BM"	"MP"	"b"
"31"	"22.0136963771003"	"16.8876188728999"	"13.933832142681"	"12.2083973089978"	"11.1504752017513"	"10.4582268509305"	"X3"	"15"	"SP"	"DC"	"a"
"38"	"29.2458597952796"	"23.4700701494699"	"19.6872986616052"	"17.2138710812408"	"15.56591099145"	"14.4301728224974"	"X3"	"15"	"SP"	"DC"	"b"
"43"	"34.419040794688"	"27.1666523552532"	"22.2746449856917"	"19.2550655446317"	"17.3491922955325"	"16.0758427359755"	"X3"	"15"	"SP"	"L"	"a"
"39"	"31.7271480505324"	"25.1593893270514"	"20.4806469040728"	"17.5466319895417"	"15.7133016551601"	"14.5107186993401"	"X3"	"15"	"SP"	"L"	"b"
"26"	"13.9243519495487"	"8.00541049658856"	"5.94184357795296"	"5.09088576126235"	"4.65292780507548"	"4.39180228780553"	"X3"	"15"	"SP"	"M"	"a"
"27"	"15.8607380641924"	"9.25590268679288"	"6.85496216816334"	"5.88697454955981"	"5.39211804665471"	"5.09320728458112"	"X3"	"15"	"SP"	"M"	"b"
"108"	"92.0013343921533"	"76.4844815320084"	"63.8281772823702"	"54.7022400758413"	"48.4122151959421"	"44.0468816555175"	"X4"	"12"	"BL"	"L"	"a"
"114"	"91.5679320947589"	"66.6178742348526"	"48.4065301636965"	"38.2149308470797"	"32.5287005262603"	"29.072305498679"	"X4"	"12"	"BL"	"L"	"b"
"18"	"15.2819497069137"	"12.9295588769752"	"11.1916257650762"	"10.0135853241528"	"9.223297985818"	"8.6780126813606"	"X4"	"12"	"BL"	"M"	"a"
"20"	"16.5654528872796"	"13.2291789182776"	"10.6516520143636"	"9.02352283660449"	"8.0535657428924"	"7.45522628028221"	"X4"	"12"	"BL"	"M"	"b"
"65"	"50.1955486564529"	"36.7139098642271"	"28.1836661157774"	"23.5592732167912"	"20.9412656379124"	"19.3120803320798"	"X4"	"13"	"BL"	"L"	"a"
"67"	"52.1181314737132"	"39.8310597221368"	"32.4612060251793"	"28.3991810091239"	"26.0079865374076"	"24.4667114123013"	"X4"	"13"	"BL"	"L"	"b"
"16"	"14.4297732177645"	"13.0625687589901"	"11.9058833830911"	"10.9722183789665"	"10.2458112773264"	"9.68977973277578"	"X4"	"13"	"BL"	"M"	"a"
"30"	"23.1233960811143"	"16.4188965351824"	"12.3168514198275"	"10.2800385038457"	"9.20470121797181"	"8.56357038849904"	"X4"	"13"	"BL"	"M"	"b"
"39"	"26.8904507011018"	"15.975040033424"	"10.6772909490027"	"8.52536774766358"	"7.50401134976454"	"6.93179535792464"	"X4"	"14"	"BL"	"L"	"a"
"47"	"35.0766988736013"	"23.259998315917"	"15.9337662874155"	"12.4841138508754"	"10.7814535805351"	"9.8251230522369"	"X4"	"14"	"BL"	"L"	"b"
"23"	"19.3478032982781"	"16.2994679550034"	"13.8906363809516"	"12.132087303047"	"10.920846141844"	"10.097456351034"	"X4"	"14"	"BL"	"M"	"a"
"17"	"12.6653909515924"	"9.12661858896547"	"7.03818915794294"	"5.96695906622617"	"5.39200522299971"	"5.05208143718676"	"X4"	"14"	"BL"	"M"	"b"
"46"	"34.8110948017091"	"25.5719892331383"	"19.7440875966451"	"16.3970032959757"	"14.4148355085795"	"13.1662546552315"	"X4"	"15"	"BL"	"L"	"a"
"45"	"34.3700129342325"	"25.4121161350709"	"19.3210669233873"	"15.7452013266607"	"13.6880960275101"	"12.4411349010769"	"X4"	"15"	"BL"	"L"	"b"
"66"	"52.7930852077881"	"41.9920945297678"	"34.24218850461"	"29.1696170157693"	"25.9001112928025"	"23.7216676742929"	"X4"	"15"	"BL"	"M"	"a"
"74"	"54.5169975860346"	"36.1668734422678"	"25.0870536993321"	"19.7416780972849"	"16.9840416041108"	"15.3713521207739"	"X4"	"15"	"BL"	"M"	"b"
"49"	"31.5764040941797"	"21.1315517345533"	"15.9350275194307"	"13.3441636232339"	"11.9173218196368"	"11.0436587034283"	"X4"	"15"	"BM"	"DC"	"a"
"44"	"29.5096876901419"	"20.5854336186653"	"16.0652862364363"	"13.7876590875674"	"12.5214596756002"	"11.7390313402161"	"X4"	"15"	"BM"	"DC"	"b"
"36"	"25.4301975263423"	"18.351040170716"	"14.64592687637"	"12.6792907124645"	"11.5177292722841"	"10.763788001187"	"X4"	"15"	"BM"	"L"	"a"
"35"	"23.2883071107223"	"15.9538353834899"	"12.3821591690616"	"10.6453301962459"	"9.7021949149617"	"9.12927813662857"	"X4"	"15"	"BM"	"L"	"b"
"68"	"50.5838409196373"	"37.4840735081187"	"29.1698834105452"	"24.202554917366"	"21.1699987983282"	"19.2232854771906"	"X4"	"15"	"BM"	"LSK"	"a"
"62"	"39.3172152130759"	"27.1731882688596"	"21.9131813261115"	"19.3603736568499"	"17.910006077875"	"16.9847653132586"	"X4"	"15"	"BM"	"LSK"	"b"
"46"	"18.2963676365128"	"7.32637646748749"	"4.99435086848938"	"4.2336997377485"	"3.87806697000664"	"3.67541623709377"	"X4"	"15"	"BM"	"M"	"a"
"44"	"16.4592335111492"	"6.92717155078298"	"4.81504633937161"	"4.10051660760788"	"3.76326385745897"	"3.57069361824236"	"X4"	"15"	"BM"	"M"	"b"
"52"	"31.517667980672"	"19.3799816684883"	"14.2455358366223"	"12.0055321709015"	"10.8336492612443"	"10.1178708824528"	"X4"	"15"	"BM"	"MP"	"a"
"55"	"30.1889211452472"	"17.3590321344736"	"12.754370171626"	"10.8605947449384"	"9.89413158394824"	"9.31987801499406"	"X4"	"15"	"BM"	"MP"	"b"
"56"	"45.3196108378764"	"38.7062647222296"	"34.1208928247049"	"30.6666327143322"	"28.0064731177918"	"25.964060105157"	"X4"	"15"	"SP"	"DC"	"a"
"43"	"33.1005215693361"	"26.7109764895466"	"22.6460490967519"	"20.0943830543036"	"18.4630381407552"	"17.3742982930319"	"X4"	"15"	"SP"	"DC"	"b"
"41"	"32.9830801263743"	"25.9911868441677"	"20.9029782362429"	"17.6565898551419"	"15.6362513674763"	"14.3312346465831"	"X4"	"15"	"SP"	"L"	"a"
"46"	"36.5691790945838"	"28.3683112169909"	"22.7164563561477"	"19.308761360647"	"17.2708725598904"	"15.9891305637056"	"X4"	"15"	"SP"	"L"	"b"
"31"	"27.4706972342751"	"24.3645424184635"	"21.6964637564726"	"19.5390016769759"	"17.887731267218"	"16.6562327345052"	"X4"	"15"	"SP"	"M"	"a"
"24"	"18.9702950564627"	"15.9101061418358"	"14.0275326150288"	"12.7841427717564"	"11.9135967164934"	"11.2800528780494"	"X4"	"15"	"SP"	"M"	"b"
